
bullet_small_normal,default,impacts/fx_default_hit
bullet_small_normal,bark,
bullet_small_normal,brick,
bullet_small_normal,carpet,impacts/fx_default_hit
bullet_small_normal,cloth,impacts/fx_cloth_hit
bullet_small_normal,concrete,impacts/fx_small_concrete
bullet_small_normal,dirt,
bullet_small_normal,flesh,
bullet_small_normal,foliage,
bullet_small_normal,glass,impacts/fx_small_glass
bullet_small_normal,grass,
bullet_small_normal,gravel,
bullet_small_normal,ice,destructibles/fx_dest_mp_pipe_water
bullet_small_normal,metal,impacts/fx_small_metalhit
bullet_small_normal,mud,
bullet_small_normal,paper,impacts/fx_default_hit
bullet_small_normal,plaster,
bullet_small_normal,rock,
bullet_small_normal,sand,
bullet_small_normal,snow,env/smoke/fx_pipe_steam_md_3sec_os
bullet_small_normal,water,impacts/fx_small_waterhit
bullet_small_normal,wood,impacts/fx_large_woodhit
bullet_small_normal,asphalt,impacts/fx_small_asphalt
bullet_small_normal,ceramic,impacts/fx_default_hit
bullet_small_normal,plastic,impacts/fx_default_hit
bullet_small_normal,rubber,impacts/fx_default_hit
bullet_small_normal,cushion,impacts/fx_cushion_hit
bullet_small_normal,fruit,impacts/fx_default_hit
bullet_small_normal,paintedmetal,impacts/fx_small_metalhit
bullet_small_normal,flesh_body_nonfatal,impacts/fx_flesh_hit_body_nonfatal
bullet_small_normal,flesh_body_fatal,impacts/fx_flesh_hit_body_nonfatal
bullet_small_normal,flesh_head_nonfatal,impacts/fx_flesh_hit_body_nonfatal
bullet_small_normal,flesh_head_fatal,impacts/fx_flesh_hit_body_nonfatal
bullet_small_normal,player,
bullet_small_normal,tallgrass,

bullet_small_exit,default,impacts/fx_default_hit
bullet_small_exit,bark,
bullet_small_exit,brick,
bullet_small_exit,carpet,impacts/fx_default_hit
bullet_small_exit,cloth,impacts/fx_cloth_hit
bullet_small_exit,concrete,impacts/fx_small_concrete
bullet_small_exit,dirt,
bullet_small_exit,flesh,
bullet_small_exit,foliage,
bullet_small_exit,glass,impacts/fx_small_glass
bullet_small_exit,grass,
bullet_small_exit,gravel,
bullet_small_exit,ice,
bullet_small_exit,metal,impacts/fx_small_metalhit
bullet_small_exit,mud,
bullet_small_exit,paper,impacts/fx_default_hit
bullet_small_exit,plaster,
bullet_small_exit,rock,
bullet_small_exit,sand,
bullet_small_exit,snow,
bullet_small_exit,water,impacts/fx_bullet_water_trail_uw
bullet_small_exit,wood,impacts/fx_large_woodhit
bullet_small_exit,asphalt,impacts/fx_small_asphalt
bullet_small_exit,ceramic,impacts/fx_default_hit
bullet_small_exit,plastic,impacts/fx_default_hit
bullet_small_exit,rubber,impacts/fx_default_hit
bullet_small_exit,cushion,impacts/fx_cushion_hit
bullet_small_exit,fruit,impacts/fx_default_hit
bullet_small_exit,paintedmetal,impacts/fx_small_metalhit
bullet_small_exit,flesh_body_nonfatal,
bullet_small_exit,flesh_body_fatal,impacts/fx_flesh_hit_body_fatal_exit
bullet_small_exit,flesh_head_nonfatal,
bullet_small_exit,flesh_head_fatal,impacts/fx_flesh_hit
bullet_small_exit,player,
bullet_small_exit,tallgrass,

bullet_small_underwater,default,impacts/fx_default_hit
bullet_small_underwater,bark,
bullet_small_underwater,brick,
bullet_small_underwater,carpet,impacts/fx_default_hit
bullet_small_underwater,cloth,impacts/fx_default_hit
bullet_small_underwater,concrete,impacts/fx_default_hit
bullet_small_underwater,dirt,impacts/fx_bullet_dirt_sm_uw
bullet_small_underwater,flesh,
bullet_small_underwater,foliage,impacts/fx_default_hit
bullet_small_underwater,glass,impacts/fx_default_hit
bullet_small_underwater,grass,impacts/fx_default_hit
