
bullet_ap_normal,default,impacts/fx_20mm_metalhit
bullet_ap_normal,bark,impacts/fx_20mm_wood_hit
bullet_ap_normal,brick,impacts/fx_impact_minigun_concrete
bullet_ap_normal,carpet,impacts/fx_impact_minigun_concrete
bullet_ap_normal,cloth,impacts/fx_cloth_hit
bullet_ap_normal,concrete,impacts/fx_impact_minigun_concrete
bullet_ap_normal,dirt,impacts/fx_20mil_dirthit_libya
bullet_ap_normal,flesh,
bullet_ap_normal,foliage,impacts/fx_20mm_foliage_hit
bullet_ap_normal,glass,impacts/fx_20mm_glass_hit
bullet_ap_normal,grass,impacts/fx_20mil_dirthit_libya
bullet_ap_normal,gravel,impacts/fx_20mil_dirthit_libya
bullet_ap_normal,ice,
bullet_ap_normal,metal,impacts/fx_20mm_metalhit
bullet_ap_normal,mud,impacts/fx_large_mud
bullet_ap_normal,paper,impacts/fx_20mm_metalhit
bullet_ap_normal,plaster,impacts/fx_impact_minigun_concrete
bullet_ap_normal,rock,impacts/fx_20mil_concrete
bullet_ap_normal,sand,impacts/fx_20mil_dirthit_libya
bullet_ap_normal,snow,
bullet_ap_normal,water,impacts/fx_water_hit_tracer
bullet_ap_normal,wood,impacts/fx_20mm_wood_hit
bullet_ap_normal,asphalt,impacts/fx_impact_minigun_concrete
bullet_ap_normal,ceramic,impacts/fx_impact_minigun_concrete
bullet_ap_normal,plastic,impacts/fx_20mm_metalhit
bullet_ap_normal,rubber,impacts/fx_default_hit
bullet_ap_normal,cushion,impacts/fx_20mm_cushion_hit
bullet_ap_normal,fruit,impacts/fx_default_hit
bullet_ap_normal,paintedmetal,impacts/fx_20mm_metalhit
bullet_ap_normal,flesh_body_nonfatal,impacts/fx_flesh_hit_body_nonfatal
bullet_ap_normal,flesh_body_fatal,impacts/fx_flesh_hit_body_nonfatal
bullet_ap_normal,flesh_head_nonfatal,impacts/fx_flesh_hit_body_nonfatal
bullet_ap_normal,flesh_head_fatal,impacts/fx_flesh_hit_body_nonfatal
bullet_ap_normal,player,
bullet_ap_normal,tallgrass,impacts/fx_20mil_dirthit_libya

bullet_ap_exit,default,impacts/fx_default_hit
bullet_ap_exit,bark,impacts/fx_large_woodhit
bullet_ap_exit,brick,impacts/fx_large_brick
bullet_ap_exit,carpet,impacts/fx_default_hit
bullet_ap_exit,cloth,impacts/fx_cloth_hit
bullet_ap_exit,concrete,impacts/fx_large_concrete
bullet_ap_exit,dirt,impacts/fx_large_dirt
bullet_ap_exit,flesh,
bullet_ap_exit,foliage,impacts/fx_20mm_foliage_hit
bullet_ap_exit,glass,impacts/fx_20mm_glass_hit
bullet_ap_exit,grass,impacts/fx_small_grass
bullet_ap_exit,gravel,impacts/fx_large_gravel
bullet_ap_exit,ice,
bullet_ap_exit,metal,impacts/fx_large_metalhit
bullet_ap_exit,mud,impacts/fx_small_dirt
bullet_ap_exit,paper,impacts/fx_default_hit
bullet_ap_exit,plaster,impacts/fx_large_plaster
bullet_ap_exit,rock,impacts/fx_large_rock
bullet_ap_exit,sand,impacts/fx_large_dirt
bullet_ap_exit,snow,
bullet_ap_exit,water,impacts/fx_bullet_water_trail_uw
bullet_ap_exit,wood,impacts/fx_large_woodhit
bullet_ap_exit,asphalt,impacts/fx_large_rock
bullet_ap_exit,ceramic,impacts/fx_large_plaster
bullet_ap_exit,plastic,impacts/fx_default_hit
bullet_ap_exit,rubber,impacts/fx_default_hit
bullet_ap_exit,cushion,impacts/fx_20mm_cushion_hit
bullet_ap_exit,fruit,impacts/fx_default_hit
bullet_ap_exit,paintedmetal,impacts/fx_small_metalhit
bullet_ap_exit,flesh_body_nonfatal,
bullet_ap_exit,flesh_body_fatal,impacts/fx_flesh_hit_body_fatal_lg_exit
bullet_ap_exit,flesh_head_nonfatal,
bullet_ap_exit,flesh_head_fatal,impacts/fx_flesh_hit
